Name,ECLP time,ECLP nodes,ECLP cost,ALL time,ALL nodes,ALL cost,GOOD RF time,GOOD RF nodes,GOOD RF cost,GOOD NN time,GOOD NN nodes,GOOD NN cost,RAND70 time,RAND70 nodes,RAND70 cost,RAND50 time,RAND50 nodes,RAND50 cost
morphed20-2-10_maxregret,11.166854508,13269,284,8.289906793,5957,284,7.26212184,6043,284,7.866335004,6466,284,10.773258456,9401,284,10.317929162,8642,284
morphed20-2-11_maxregret,320.962506938,412624,328,207.058041908,156497,328,189.754139306,159883,328,188.651048346,158097,328,313.583158707,296848,328,275.570622268,253886,328
morphed20-2-12_maxregret,42.069591579,47279,304,35.190345035,23010,304,34.014734258,24540,304,33.008384244,23390,304,41.598757237,34596,304,46.974038866,34714,304
morphed20-2-13_maxregret,22.605096884,27999,297,26.841417536,21053,297,24.339679553,21324,297,26.556282941,22406,297,25.77362033,24221,297,25.717135015,23253,297
morphed20-2-14_maxregret,59.974235872,64078,301,44.010079168,29512,301,39.553520264,29699,301,41.627651956,30454,301,64.466626639,51307,301,51.757353619,39485,301
morphed20-2-15_maxregret,7.229518289,8230,324,5.131563659,3550,324,4.784548527,3771,324,5.107032499,3768,324,7.421328824,6301,324,6.369234339,5213,324
morphed20-2-16_maxregret,7.68609153,7245,308,7.198714349,4509,308,6.422607233,4547,308,6.578732374,4568,308,8.018530446,5773,308,9.085606219,6132,308
morphed20-2-1_maxregret,2.89854168,2969,276,4.039282207,2890,276,3.695278331,3011,276,3.848114681,2899,276,5.020604144,4323,276,4.559760321,3937,276
morphed20-2-2_maxregret,0.65305075,473,245,0.902098663,418,245,0.786985337,418,245,0.849638021,429,245,0.833805951,469,245,0.860824542,472,245
morphed20-2-3_maxregret,3.835676986,4205,305,4.124798411,2786,305,3.991008338,2990,305,4.036942814,2893,305,4.087746395,3256,305,4.728946707,3604,305
morphed20-2-4_maxregret,5.108985408,6653,341,4.763917432,3422,341,4.14177528,3402,341,4.185354798,3434,341,4.680036349,4546,341,7.014277846,6606,341
morphed20-2-5_maxregret,1.803820458,1542,328,2.616952294,1487,328,2.333131481,1505,328,2.402916056,1493,328,2.191242701,1373,328,2.5554289,1645,328
morphed20-2-6_maxregret,98.741163941,126838,329,78.903277923,63000,329,72.753619135,63779,329,74.695241587,65015,329,108.836203458,110626,329,98.607758822,89038,329
morphed20-2-7_maxregret,54.604746189,60344,314,43.220322164,30102,314,41.320045573,31574,314,44.729515986,33264,314,55.898428453,45527,314,53.205559609,40803,314
morphed20-2-8_maxregret,0.238703544,62,286,0.298992964,54,286,0.291513386,54,286,0.292048908,54,286,0.291029851,58,286,0.29450485,57,286
morphed20-2-9_maxregret,40.95848203,44445,361,28.660758074,19451,361,26.764758359,20035,361,27.304866626,19715,361,43.08722813,34650,361,41.268507478,31675,361
morphed21-5-10_maxregret,32.718400974,31337,329,28.540837717,17659,329,26.236972356,18052,329,27.220148015,17774,329,34.954800871,25709,329,32.499527796,23281,329
morphed21-5-11_maxregret,5.064430763,4926,337,5.947848095,3779,337,5.628950696,3948,337,5.519867613,3905,337,6.365612988,4690,337,6.276721575,4415,337
morphed21-5-12_maxregret,30.344422799,28021,336,31.219837793,18163,336,31.091886263,20226,336,31.296091567,20293,336,36.81806709,25398,336,37.070941846,24275,336
morphed21-5-13_maxregret,5.123109016,3527,363,8.207920031,3804,363,6.588198375,3317,363,6.551315164,3318,363,7.70019265,4084,363,8.216471689,4120,363
morphed21-5-14_maxregret,22.400717221,23644,355,25.124096953,16612,355,23.283048367,16979,355,23.338525938,17155,355,25.015638046,19423,355,27.12525624,20077,355
morphed21-5-15_maxregret,8.62224255,8559,354,8.099988607,4845,354,7.327148219,5006,354,7.405960861,4999,354,10.666856717,7924,354,8.268746037,5360,354
morphed21-5-16_maxregret,94.348685643,98514,374,58.905562823,36873,374,60.302030964,41488,374,61.787340365,41068,374,92.249971785,72797,374,102.826547832,73947,374
morphed21-5-1_maxregret,1.546777208,1552,321,1.747515249,1190,321,1.625470257,1231,321,1.607737549,1216,321,1.864398508,1503,321,1.932103106,1445,321
morphed21-5-2_maxregret,1.376258996,978,300,1.681504592,794,300,1.625118444,867,300,1.657523047,867,300,1.712929423,940,300,1.773445804,926,300
morphed21-5-3_maxregret,42.873992978,45380,359,34.4754743,22060,359,30.957723354,22634,359,31.600611427,22523,359,43.650580734,34682,359,40.82510109,28517,359
morphed21-5-4_maxregret,5.169456333,4692,317,5.388630454,3114,317,4.916853489,3226,317,4.981244635,3169,317,6.269306487,4343,317,5.380513857,3501,317
morphed21-5-5_maxregret,1.951118216,1820,341,3.147136773,2187,341,2.090654158,1434,341,2.122376591,1452,341,2.223731755,1455,341,1.988808652,1255,341
morphed21-5-6_maxregret,4.446833373,4236,352,4.946307647,3061,352,4.36207206,3104,352,4.394600697,3142,352,5.039537699,3726,352,5.279866922,3673,352
morphed21-5-7_maxregret,10.064132488,9306,390,10.601346372,6063,390,9.370946141,6440,390,9.075596445,6300,390,12.073631233,8270,390,11.194283467,7157,390
morphed21-5-8_maxregret,13.826715082,14029,354,15.95354089,10177,354,13.865963123,10396,354,14.122128318,10363,354,15.460895595,12248,354,15.273604582,10789,354
morphed21-5-9_maxregret,0.286467082,115,378,0.350445567,87,378,0.340503004,87,378,0.333269624,90,378,0.352489288,113,378,0.369721571,99,378
morphed22-2-10_maxregret,47.788483599,44581,277,47.915359533,27134,277,45.728494486,28842,277,43.690664756,27607,277,53.886686236,37231,277,58.114263716,37802,277
morphed22-2-11_maxregret,5.505247202,5374,242,5.509232225,3334,242,4.787395285,3351,242,4.778880045,3383,242,6.835734099,4969,242,6.871827226,4720,242
morphed22-2-12_maxregret,3600,4597641,_17203944,161.044753417,115884,325,156.039770645,126478,325,152.086406561,116873,325,375.049524922,353604,325,329.735316671,286882,325
morphed22-2-13_maxregret,8.155656151,7139,287,16.352737082,10050,287,15.505296203,11051,287,15.764130019,11011,287,9.87340875,6452,287,15.481888047,10779,287
morphed22-2-14_maxregret,238.027497017,255070,333,239.508890344,157609,333,219.817715254,158590,333,215.014785028,157873,333,282.820707324,228659,333,262.335988511,194348,333
morphed22-2-15_maxregret,1487.856157652,1759597,385,654.668286676,449024,385,597.615920211,463008,385,604.221757887,453540,385,1080.150313365,940945,385,1152.091590149,932473,385
morphed22-2-16_maxregret,11.376284737,8365,277,15.429416366,7458,277,13.454133152,7496,277,13.461865573,7310,277,14.426753851,8089,277,15.051352619,7898,277
morphed22-2-1_maxregret,126.04829328,175671,320,213.385838012,173195,320,191.034051014,174510,320,191.654150472,172986,320,141.646739332,138749,320,144.742901063,135933,320
morphed22-2-2_maxregret,0.281395451,105,290,0.29066884,34,290,0.285059508,34,290,0.322153953,34,290,0.283257478,35,290,0.318577188,34,290
morphed22-2-3_maxregret,74.427422458,78000,301,72.325384554,49183,301,71.222014641,55383,301,72.637291134,55486,301,84.90820664,67240,301,83.249493537,63636,301
morphed22-2-4_maxregret,233.947358301,223700,368,229.513744263,135792,368,205.83684698,137265,368,210.274361231,140051,368,262.730011407,192746,368,246.609802501,168044,368
morphed22-2-5_maxregret,1.347878527,1475,335,1.198488064,804,335,1.150255624,804,335,1.114125176,781,335,1.155293107,867,335,1.682635737,1361,335
morphed22-2-6_maxregret,21.047264096,22382,361,21.846503888,13999,361,19.674699949,14435,361,20.027892984,14570,361,25.42683976,19991,361,23.433769864,17000,361
morphed22-2-7_maxregret,0.255763243,62,303,0.32810236,56,303,0.320892365,57,303,0.346338777,56,303,0.31727898,47,303,0.392543605,103,303
morphed22-2-8_maxregret,2.845867058,2896,294,2.316869499,1595,294,2.076048199,1542,294,2.054503984,1555,294,3.015370476,2138,294,3.450359039,2328,294
morphed22-2-9_maxregret,49.261736795,49516,380,41.864973038,27314,380,38.59450981,28459,380,38.497766162,28480,380,51.678930316,41220,380,50.960719285,37977,380
morphed23-5-10_maxregret,47.270412222,44138,315,47.081096559,26763,315,45.903027803,29569,315,46.579352075,29459,315,62.216849986,44317,315,60.080746054,39410,315
morphed23-5-11_maxregret,21.611776522,18890,350,24.182568466,12408,350,21.732669528,13010,350,21.534328654,13172,350,26.432442213,16715,350,25.960775558,15565,350
morphed23-5-12_maxregret,20.130083133,19379,352,45.752292216,29912,352,18.168382069,11603,352,19.802066588,13443,352,20.529489552,14392,352,19.312510466,13393,352
morphed23-5-13_maxregret,58.079286181,53990,384,50.161448056,28524,384,44.84623893,29012,384,45.271740589,28913,384,64.952757227,44692,384,60.980969056,40429,384
morphed23-5-14_maxregret,3.497492629,3368,319,4.752908376,2909,319,4.208821721,2935,319,4.321133942,2929,319,4.690797442,3283,319,4.50267655,2991,319
morphed23-5-15_maxregret,72.60805249,67600,338,63.341785816,36572,338,56.610573479,37214,338,58.038929138,36899,338,84.853209076,57675,338,73.217869087,47785,338
morphed23-5-16_maxregret,10.055261782,8294,365,11.66392192,5632,365,10.775771673,6280,365,11.290957015,6296,365,11.589116582,6786,365,12.686287592,7073,365
morphed23-5-1_maxregret,34.346178416,32381,372,43.643476904,26376,372,42.954155399,28371,372,42.413525603,27865,372,39.904765339,29533,372,44.885285896,30240,372
morphed23-5-2_maxregret,0.92256923,792,370,1.06360446,529,370,0.943303692,503,370,0.930048646,497,370,1.162960736,752,370,1.276589973,817,370
morphed23-5-3_maxregret,34.505302426,33447,339,29.408613017,17430,339,27.980538133,19576,339,26.41695007,17719,339,42.678669087,31673,339,34.770048415,22450,339
morphed23-5-4_maxregret,121.276865089,115127,403,120.803132688,73026,403,132.8291543,85795,403,131.279610614,86376,403,129.205733413,90101,403,168.202244015,111984,403
morphed23-5-5_maxregret,48.3635903,42516,372,49.113940584,26883,372,44.369923794,28845,372,44.809278307,28137,372,57.868590937,39248,372,57.629223301,37500,372
morphed23-5-6_maxregret,54.032723964,51140,360,66.355445139,39447,360,64.661650401,43325,360,64.959923907,42403,360,63.008240293,44835,360,60.181816362,39469,360
morphed23-5-7_maxregret,77.486453343,67316,414,79.713268179,45926,414,72.39167397,46818,414,75.661338651,46267,414,92.639205291,62708,414,91.120346666,56704,414
morphed23-5-8_maxregret,63.596589069,67716,388,71.311434748,49016,388,67.704882303,52059,388,68.273720639,51117,388,75.493159111,61645,388,75.014740785,58153,388
morphed23-5-9_maxregret,7.984712332,6949,364,9.219372695,4961,364,8.155091324,5003,364,8.286899606,4996,364,9.214045126,5944,364,9.169284878,5605,364
morphed24-2-10_maxregret,912.364212194,885912,343,662.197546355,416793,343,604.993605401,425846,343,626.353601855,421812,343,1004.600372708,750675,343,844.716417535,593677,343
morphed24-2-11_maxregret,2.861941406,2704,274,2.182973989,1311,274,1.921671636,1328,274,2.289904543,1428,274,3.033538606,2236,274,2.769683128,1872,274
morphed24-2-12_maxregret,155.370564193,135725,303,153.801493922,83773,303,137.600646069,84534,303,142.193136404,84319,303,162.911033634,107996,303,176.52904366,109881,303
morphed24-2-13_maxregret,992.087074676,1027308,338,532.913971836,333220,338,499.378873526,353502,338,502.734746963,345764,338,1034.669133053,793034,338,801.300153531,577509,338
morphed24-2-14_maxregret,543.283612811,515067,313,578.101217475,336292,313,548.27873183,368862,313,568.190663569,364402,313,641.900949728,465119,313,686.460993147,444848,313
morphed24-2-15_maxregret,24.705161753,21326,310,32.27182893,18740,310,30.386725824,19691,310,31.261942096,19238,310,33.177295117,22682,310,35.646869884,23226,310
morphed24-2-16_maxregret,7.375596925,7877,321,3.184883063,1773,321,2.987629849,1943,321,3.143265468,1989,321,8.31322518,6504,321,5.782941301,4176,321
morphed24-2-1_maxregret,7.061114064,6753,349,6.843523455,4203,349,6.03872675,4286,349,6.404251424,4305,349,8.037293727,5582,349,7.715592663,5068,349
morphed24-2-2_maxregret,16.284732552,15543,258,17.317830374,10437,258,15.325351838,10878,258,15.612817974,10511,258,16.776658796,12328,258,18.851623971,12905,258
morphed24-2-3_maxregret,3600,5255426,_18757365,3600,3027044,_19038393,3600,3392459,_19038240,3600,3264123,_19038241,3600,3692464,_19038239,3600,3488675,_19038395
morphed24-2-4_maxregret,2250.262705184,2119228,374,1433.752417451,770136,374,1346.220644398,809080,374,1324.966384893,787850,374,2430.846018524,1651485,374,1781.019666727,1124675,374
morphed24-2-5_maxregret,1090.14917664,938414,333,685.548871944,369352,333,657.914982826,405135,333,698.779943345,408649,333,1179.464518724,781263,333,835.697048331,519611,333
morphed24-2-6_maxregret,11.590080103,9873,308,21.140018845,11321,308,18.150521136,11429,308,18.771387672,11433,308,17.83583417,11249,308,15.363812453,9022,308
morphed24-2-7_maxregret,40.396470178,38436,330,37.459879726,21454,330,70.955809394,57958,330,69.915177954,54091,330,81.335510501,65621,330,57.838270052,40223,330
morphed24-2-8_maxregret,398.824104734,363361,334,299.567735609,166823,334,269.236629224,170532,334,280.283043585,170240,334,438.598745081,294063,334,363.762307035,231834,334
morphed24-2-9_maxregret,90.935537476,104584,331,52.855699026,34485,331,50.251019803,38657,331,55.635598028,40930,331,99.851556795,86558,331,64.054461173,49377,331
morphed25-5-10_maxregret,653.27459624,518378,364,640.639346738,311951,364,634.567484865,352720,364,592.568042635,321216,364,769.843027388,452145,364,740.993080498,415211,364
morphed25-5-11_maxregret,84.899471807,70431,351,100.954896336,53000,351,97.44065797,54710,351,94.662249034,53647,351,105.789200827,66522,351,108.274068861,66034,351
morphed25-5-12_maxregret,260.811553056,273683,376,206.053222912,132248,376,191.372945493,135335,376,187.166323509,134960,376,286.315814909,219991,376,223.09143971,165036,376
morphed25-5-13_maxregret,368.741334942,289321,406,333.175554593,160064,406,328.584828553,172617,406,309.440181193,172151,406,392.660718264,223889,406,373.628432715,203925,406
morphed25-5-14_maxregret,53.671559253,44683,350,64.653804001,33028,350,57.356826558,33765,350,57.134191619,33181,350,69.737979217,43002,350,67.441722893,38969,350
morphed25-5-15_maxregret,21.427087362,18263,358,20.304162568,10638,358,19.279582452,10833,358,19.092741435,10741,358,21.407193337,13644,358,22.745073559,13405,358
morphed25-5-16_maxregret,1084.416283467,1007918,352,835.690529288,478123,352,768.623569708,486941,352,764.441269947,485380,352,1112.417896221,773486,352,1084.060782678,710022,352
morphed25-5-1_maxregret,11.344578654,11841,354,26.588228482,20221,354,29.292603014,23413,354,31.806726493,25727,354,11.889731828,9255,354,10.248333025,7425,354
morphed25-5-2_maxregret,424.278703737,336495,394,317.537254681,150867,394,303.463357096,157775,394,293.344353947,155906,394,435.360387284,250870,394,448.422574122,249801,394
morphed25-5-3_maxregret,120.346214229,102556,342,63.25767078,34891,342,266.58169187,156098,342,249.692470576,149363,342,140.697353289,93812,342,88.630549947,53498,342
morphed25-5-4_maxregret,165.239194124,158078,413,135.992482301,78793,413,125.333053847,81678,413,122.280974463,81199,413,153.210428294,109066,413,164.171912019,108187,413
morphed25-5-5_maxregret,124.201973303,112489,415,74.544693539,41998,415,74.003745384,44713,415,69.857438503,44220,415,136.645781835,95352,415,117.481820685,73733,415
morphed25-5-6_maxregret,66.291298362,58676,365,76.403484243,42516,365,75.719379531,47272,365,68.992861409,43516,365,71.360993874,49128,365,78.67036034,49500,365
morphed25-5-7_maxregret,0.371793037,154,394,0.412578937,114,394,0.43941238,114,394,0.4312191,114,394,0.415723861,129,394,0.489314617,126,394
morphed25-5-8_maxregret,84.2060926,87002,418,69.551910894,47404,418,67.012686846,46805,418,65.027315696,46436,418,94.973475113,75190,418,73.680198367,55390,418
morphed25-5-9_maxregret,144.848734161,118980,398,161.102503025,83853,398,147.257553187,85029,398,147.917710829,85212,398,175.773653138,110284,398,164.687847752,95201,398
morphed26-2-10_maxregret,984.336333843,822330,315,722.43031209,381610,315,656.094283783,390137,315,661.016052454,386403,315,1160.494195408,717512,315,874.935235138,524964,315
morphed26-2-11_maxregret,3600,3371855,_20322867,3600,1965820,_20677968,3600,2242169,_20677646,3600,2170226,_20677808,3600,2571497,_20677646,3600,2298412,_20677646
morphed26-2-12_maxregret,3600,4423027,_20322949,3600,2602671,_20677449,3600,2885455,_20677289,3600,2822756,_20677290,3600,3189769,_20677127,3600,3173373,_20677289
morphed26-2-13_maxregret,3600,3875584,_20322929,3600,2237905,_20678410,3600,2543450,_20678250,3600,2475265,_20678251,3600,2709505,_20678088,3600,2629739,_20678088
morphed26-2-14_maxregret,3600,4140459,_20322977,3600,2500251,_20677552,3600,2835862,_20677392,3600,2727624,_20677231,3600,3056578,_20677230,3600,2919480,_20677553
morphed26-2-15_maxregret,2791.428524821,2397538,325,1595.698880704,782553,325,1521.004679647,845620,325,1536.177621429,846683,325,2518.701755662,1585604,325,2302.306982463,1318643,325
morphed26-2-16_maxregret,1.117394565,552,266,1.478843854,521,266,1.285548581,521,266,1.362422701,521,266,1.386185211,534,266,1.363473339,525,266
morphed26-2-1_maxregret,9.428753839,7765,256,13.214358317,7242,256,12.636080684,7966,256,12.207535208,7400,256,12.820836068,8003,256,13.070234833,8448,256
morphed26-2-2_maxregret,1245.609746276,1099005,320,801.173008018,434711,320,741.129975316,454520,320,772.24478402,466269,320,1154.673814993,756828,320,1171.254128499,678113,320
morphed26-2-3_maxregret,3600,4397519,_20322885,3600,2680010,_20678556,3600,2983234,_20678396,3600,2808974,_20678236,3600,3237124,_20678397,3600,3105244,_20678558
morphed26-2-4_maxregret,798.276576411,727132,348,1253.411366079,698131,348,1125.260273422,713361,348,1145.873054291,714184,348,922.362184242,632826,348,1491.403220367,960597,348
morphed26-2-5_maxregret,11.016970066,8411,295,14.823666838,7246,295,12.110815879,7272,295,12.761710176,7326,295,13.754137542,8028,295,13.958573758,7661,295
morphed26-2-6_maxregret,1075.191125413,1054385,308,711.541607655,419704,308,695.567399694,468069,308,689.465544434,451332,308,1138.759412288,835173,308,1062.005709315,720288,308
morphed26-2-7_maxregret,376.738626578,379443,325,206.465505833,129504,325,187.496624573,134205,325,188.85924691,131489,325,408.627874322,311680,325,293.707381958,214313,325
morphed26-2-8_maxregret,59.578174275,46712,316,65.396138025,32447,316,56.775474278,32828,316,57.003626753,32754,316,66.12502088,39295,316,65.842751511,38226,316
morphed26-2-9_maxregret,1641.279134199,1510787,365,1233.659686455,701049,365,1188.869469138,749546,365,1172.129569338,725222,365,1661.811200798,1165831,365,1766.550598697,1125060,365
morphed27-5-10_maxregret,467.844748165,395843,379,516.383329611,269744,379,479.433315371,278195,379,462.663185156,278765,379,617.517404395,385406,379,446.695510169,262877,379
morphed27-5-11_maxregret,23.625706158,20068,385,23.251486187,11587,385,21.432494034,11838,385,21.846181751,11763,385,26.325292172,16702,385,24.037722169,13920,385
morphed27-5-12_maxregret,49.311999085,36470,395,42.430246558,20403,395,39.033693751,21496,395,38.752906608,21606,395,54.093499476,31332,395,57.552928587,30792,395
morphed27-5-13_maxregret,31.803305851,23282,402,47.528142028,21511,402,40.239610796,22113,402,40.784544148,21792,402,40.902998619,21928,402,41.848800551,21168,402
morphed27-5-14_maxregret,199.695493183,162879,359,189.916501965,95513,359,170.286913245,98211,359,171.547331043,97067,359,239.929667257,153724,359,203.115725893,114817,359
morphed27-5-15_maxregret,148.061622193,121119,351,140.45628942,65269,351,142.511492994,78188,351,133.199655264,71261,351,162.995791462,94586,351,153.335381141,83510,351
morphed27-5-16_maxregret,1715.687670108,1405862,392,966.95351207,466312,392,829.036923633,479614,392,848.146775026,475003,392,1616.544305399,1002924,392,1151.095687086,640980,392
morphed27-5-1_maxregret,3600,3273609,_21105703,3600,2023011,_21501907,3600,2222457,_21501745,3600,2172214,_21501746,3600,2487822,_21501745,3600,2263682,_21501580
morphed27-5-2_maxregret,2500.376490866,2157857,381,1423.574800489,745745,381,1302.381151622,790738,381,1297.649614165,764177,381,2311.283428041,1490522,381,2011.570146322,1192747,381
morphed27-5-3_maxregret,65.197452947,50530,368,47.560288307,25070,368,46.814177433,26875,368,45.70018292,26488,368,57.51751219,33937,368,57.426914353,33511,368
morphed27-5-4_maxregret,3600,3110678,_21105792,3600,1922086,_21487023,3600,2098304,_21501908,3600,2051449,_21501909,3600,2303183,_21501579,3600,2209688,_21501743
morphed27-5-5_maxregret,3600,3183124,_21105859,3600,1888569,_21501613,3600,2144972,_21501451,3600,2120982,_21501452,3600,2376151,_21501451,3600,2297621,_21501615
